travel_class,carry_on_items,personal_items,checked_items,passenger_type,compliance,reason,fees
First,"[{'w': 10, 'dim': [46, 24, 25]}, {'w': 9, 'dim': [29, 38, 20]}]","[{'w': 48, 'dim': [71, 33, 48]}]","[{'w': 13, 'dim': [61, 57, 45]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [32, 26, 10]}, {'w': 0, 'dim': [47, 27, 10]}]",[],"[{'w': 36, 'dim': [100, 35, 33]}]",adult,False,Item with weight 36kg or size 168cm must be shipped as cargo.,175
First,[],"[{'w': 0, 'dim': [75, 41, 45]}]","[{'w': 47, 'dim': [58, 65, 45]}]",adult,False,Item with weight 47kg or size 168cm must be shipped as cargo.,175
Business,"[{'w': 0, 'dim': [30, 20, 27]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 16, 'dim': [20, 34, 10]}, {'w': 13, 'dim': [27, 35, 16]}]","[{'w': 0, 'dim': [88, 55, 24]}]",[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 5, 'dim': [42, 31, 30]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 0, 'dim': [38, 30, 30]}, {'w': 9, 'dim': [34, 38, 16]}]",[],"[{'w': 0, 'dim': [70, 58, 20]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 7, 'dim': [45, 24, 30]}, {'w': 9, 'dim': [30, 22, 18]}]","[{'w': 0, 'dim': [80, 53, 20]}, {'w': 10, 'dim': [84, 56, 25]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [46, 36, 18]}, {'w': 0, 'dim': [26, 25, 13]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 28, 'dim': [90, 43, 26]}, {'w': 0, 'dim': [57, 61, 23]}]","[{'w': 0, 'dim': [83, 80, 48]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 9, 'dim': [20, 32, 15]}, {'w': 1, 'dim': [41, 39, 26]}]",[],"[{'w': 14, 'dim': [93, 64, 30]}]",adult,False,Carry-on bag exceeds size limits.,0
First,[],"[{'w': 15, 'dim': [71, 46, 47]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [29, 31, 22]}]",[],"[{'w': 10, 'dim': [70, 72, 24]}]",adult,True,Checked luggage complies with the policy.,100
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 13, 'dim': [69, 36, 31]}, {'w': 0, 'dim': [81, 45, 20]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [22, 39, 20]}, {'w': 6, 'dim': [43, 24, 27]}]","[{'w': 50, 'dim': [60, 62, 37]}, {'w': 0, 'dim': [83, 37, 22]}]","[{'w': 14, 'dim': [64, 65, 29]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 3, 'dim': [65, 38, 45]}, {'w': 27, 'dim': [59, 44, 30]}]",[],child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [45, 40, 21]}, {'w': 0, 'dim': [30, 31, 16]}]",[],[],child,True,Checked luggage complies with the policy.,0
Economy,[],[],"[{'w': 0, 'dim': [67, 68, 38]}]",infant,True,Checked luggage complies with the policy.,100
Business,"[{'w': 10, 'dim': [21, 33, 21]}]",[],[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 14, 'dim': [25, 24, 29]}, {'w': 1, 'dim': [26, 39, 21]}]",[],"[{'w': 38, 'dim': [70, 39, 25]}, {'w': 7, 'dim': [90, 37, 21]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 24, 'dim': [63, 43, 33]}, {'w': 0, 'dim': [57, 43, 47]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 18, 'dim': [45, 33, 18]}]","[{'w': 41, 'dim': [67, 63, 38]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 6, 'dim': [50, 24, 30]}, {'w': 9, 'dim': [23, 34, 16]}]","[{'w': 0, 'dim': [61, 63, 24]}]","[{'w': 10, 'dim': [89, 74, 47]}]",infant,False,Exceeded carry-on weight limit.,0
First,"[{'w': 7, 'dim': [27, 28, 28]}]","[{'w': 0, 'dim': [85, 30, 43]}]",[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 1, 'dim': [44, 40, 13]}]","[{'w': 2, 'dim': [75, 42, 45]}]",[],child,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 20, 'dim': [89, 46, 44]}, {'w': 23, 'dim': [64, 44, 34]}]","[{'w': 2, 'dim': [60, 40, 38]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [40, 24, 10]}]",[],[],child,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [32, 26, 12]}]",[],"[{'w': 0, 'dim': [66, 34, 29]}, {'w': 39, 'dim': [76, 42, 36]}, {'w': 0, 'dim': [68, 76, 24]}, {'w': 34, 'dim': [91, 53, 38]}]",adult,False,Item with weight 39kg or size 154cm must be shipped as cargo.,375
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [46, 30, 14]}]",[],"[{'w': 37, 'dim': [97, 70, 50]}]",adult,False,Item with weight 37kg or size 217cm must be shipped as cargo.,75
Economy,"[{'w': 4, 'dim': [22, 25, 16]}]",[],"[{'w': 10, 'dim': [78, 59, 23]}, {'w': 11, 'dim': [80, 72, 20]}]",adult,True,Checked luggage complies with the policy.,350
First,"[{'w': 13, 'dim': [22, 24, 24]}]","[{'w': 0, 'dim': [61, 57, 24]}, {'w': 72, 'dim': [52, 42, 30]}]",[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 7, 'dim': [32, 29, 28]}, {'w': 0, 'dim': [23, 27, 20]}]",[],"[{'w': 0, 'dim': [68, 42, 34]}]",child,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 0, 'dim': [50, 31, 23]}, {'w': 9, 'dim': [33, 22, 27]}]","[{'w': 0, 'dim': [57, 35, 29]}, {'w': 2, 'dim': [74, 44, 22]}]","[{'w': 28, 'dim': [56, 71, 25]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [21, 28, 15]}]",[],"[{'w': 0, 'dim': [89, 42, 50]}]",child,True,Checked luggage complies with the policy.,100
First,"[{'w': 7, 'dim': [41, 35, 13]}, {'w': 6, 'dim': [28, 27, 27]}]",[],[],child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [34, 21, 14]}, {'w': 3, 'dim': [48, 22, 24]}]",[],"[{'w': 0, 'dim': [84, 78, 38]}]",adult,False,Carry-on bag exceeds size limits.,0
First,[],"[{'w': 5, 'dim': [65, 66, 20]}, {'w': 0, 'dim': [83, 31, 38]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],[],"[{'w': 35, 'dim': [85, 57, 35]}]",adult,False,Item with weight 35kg or size 177cm must be shipped as cargo.,175
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [35, 34, 13]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [42, 32, 30]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 8, 'dim': [31, 22, 18]}]",[],"[{'w': 14, 'dim': [90, 65, 29]}, {'w': 5, 'dim': [63, 66, 46]}, {'w': 10, 'dim': [94, 32, 47]}]",adult,True,Checked luggage complies with the policy.,300
Business,[],[],"[{'w': 22, 'dim': [50, 36, 42]}, {'w': 21, 'dim': [62, 34, 28]}]",adult,True,Checked luggage complies with the policy.,0
Economy,[],[],"[{'w': 7, 'dim': [73, 44, 33]}]",adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [20, 36, 19]}, {'w': 13, 'dim': [38, 29, 23]}]","[{'w': 42, 'dim': [64, 50, 40]}]","[{'w': 19, 'dim': [79, 43, 32]}, {'w': 39, 'dim': [56, 75, 35]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 22, 'dim': [34, 35, 26]}, {'w': 0, 'dim': [49, 20, 10]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 9, 'dim': [41, 32, 11]}, {'w': 0, 'dim': [39, 33, 13]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 12, 'dim': [79, 52, 42]}, {'w': 20, 'dim': [50, 58, 41]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [23, 39, 14]}, {'w': 6, 'dim': [41, 24, 20]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 10, 'dim': [38, 30, 22]}, {'w': 26, 'dim': [47, 34, 20]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [50, 40, 21]}, {'w': 0, 'dim': [38, 21, 21]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 15, 'dim': [50, 32, 14]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 5, 'dim': [22, 27, 13]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 11, 'dim': [22, 26, 14]}, {'w': 0, 'dim': [40, 25, 12]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [32, 20, 10]}, {'w': 0, 'dim': [36, 22, 19]}]","[{'w': 6, 'dim': [79, 47, 48]}]","[{'w': 0, 'dim': [92, 70, 23]}, {'w': 23, 'dim': [93, 70, 35]}, {'w': 9, 'dim': [92, 61, 48]}]",adult,True,Checked luggage complies with the policy.,300
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [46, 36, 24]}]","[{'w': 0, 'dim': [52, 32, 44]}, {'w': 0, 'dim': [88, 53, 36]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 11, 'dim': [48, 23, 23]}, {'w': 0, 'dim': [43, 22, 23]}]",[],"[{'w': 0, 'dim': [90, 71, 30]}]",child,True,Checked luggage complies with the policy.,100
First,"[{'w': 11, 'dim': [20, 40, 20]}]",[],[],child,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 0, 'dim': [88, 70, 22]}]",[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 1, 'dim': [82, 31, 28]}]","[{'w': 46, 'dim': [59, 64, 49]}]",child,False,Item with weight 46kg or size 172cm must be shipped as cargo.,175
Economy,[],[],"[{'w': 26, 'dim': [71, 62, 37]}]",adult,True,Checked luggage complies with the policy.,175
Business,[],"[{'w': 6, 'dim': [88, 31, 22]}, {'w': 2, 'dim': [84, 50, 21]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 4, 'dim': [48, 26, 17]}]","[{'w': 0, 'dim': [74, 68, 50]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 3, 'dim': [90, 51, 42]}, {'w': 0, 'dim': [80, 50, 33]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 15, 'dim': [21, 32, 25]}, {'w': 18, 'dim': [22, 37, 13]}]","[{'w': 24, 'dim': [89, 47, 41]}, {'w': 39, 'dim': [52, 61, 31]}]","[{'w': 0, 'dim': [55, 76, 30]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 1, 'dim': [25, 28, 14]}]","[{'w': 45, 'dim': [64, 35, 43]}, {'w': 0, 'dim': [58, 34, 46]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 0, 'dim': [36, 35, 28]}]",[],"[{'w': 2, 'dim': [98, 53, 41]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 10, 'dim': [54, 57, 43]}, {'w': 0, 'dim': [70, 40, 33]}]","[{'w': 0, 'dim': [70, 74, 42]}, {'w': 46, 'dim': [91, 32, 25]}, {'w': 44, 'dim': [85, 46, 45]}]",adult,False,Item with weight 46kg or size 148cm must be shipped as cargo.,325
Economy,"[{'w': 10, 'dim': [47, 27, 11]}, {'w': 6, 'dim': [38, 40, 16]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 9, 'dim': [68, 48, 35]}]","[{'w': 30, 'dim': [94, 71, 50]}, {'w': 0, 'dim': [61, 33, 36]}]",child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 14, 'dim': [41, 26, 14]}, {'w': 0, 'dim': [20, 21, 30]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [22, 37, 19]}]","[{'w': 0, 'dim': [74, 35, 43]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 1, 'dim': [28, 35, 18]}]",[],"[{'w': 29, 'dim': [53, 72, 43]}, {'w': 26, 'dim': [50, 44, 30]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 15, 'dim': [40, 34, 11]}]",[],"[{'w': 43, 'dim': [51, 48, 34]}, {'w': 0, 'dim': [82, 72, 24]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],"[{'w': 1, 'dim': [75, 78, 27]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 3, 'dim': [37, 35, 29]}, {'w': 0, 'dim': [33, 29, 18]}]","[{'w': 0, 'dim': [74, 55, 35]}, {'w': 1, 'dim': [65, 37, 37]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],"[{'w': 24, 'dim': [90, 36, 44]}]","[{'w': 0, 'dim': [57, 56, 24]}]",child,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 48, 'dim': [58, 57, 47]}, {'w': 26, 'dim': [86, 40, 22]}]","[{'w': 35, 'dim': [99, 72, 21]}, {'w': 25, 'dim': [90, 53, 36]}]",child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [48, 38, 29]}]","[{'w': 0, 'dim': [76, 52, 42]}]","[{'w': 12, 'dim': [97, 35, 20]}]",adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 0, 'dim': [33, 38, 21]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 12, 'dim': [44, 39, 30]}, {'w': 0, 'dim': [25, 37, 13]}]","[{'w': 0, 'dim': [71, 35, 48]}, {'w': 57, 'dim': [89, 34, 23]}]","[{'w': 23, 'dim': [67, 67, 30]}, {'w': 28, 'dim': [70, 38, 49]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],"[{'w': 0, 'dim': [65, 70, 39]}]","[{'w': 38, 'dim': [88, 68, 40]}]",adult,False,Item with weight 38kg or size 196cm must be shipped as cargo.,175
Economy,[],"[{'w': 7, 'dim': [63, 57, 28]}]","[{'w': 24, 'dim': [55, 34, 24]}]",adult,True,Checked luggage complies with the policy.,75
First,"[{'w': 0, 'dim': [48, 38, 26]}, {'w': 0, 'dim': [37, 34, 30]}]",[],[],infant,False,Carry-on bag exceeds size limits.,0
Economy,[],"[{'w': 25, 'dim': [63, 51, 20]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [20, 30, 19]}, {'w': 16, 'dim': [40, 40, 30]}]",[],"[{'w': 29, 'dim': [52, 65, 36]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 11, 'dim': [20, 20, 20]}, {'w': 4, 'dim': [50, 40, 12]}]","[{'w': 3, 'dim': [79, 69, 38]}, {'w': 68, 'dim': [86, 30, 31]}]","[{'w': 7, 'dim': [53, 78, 28]}, {'w': 36, 'dim': [94, 49, 28]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],"[{'w': 4, 'dim': [79, 62, 40]}]","[{'w': 8, 'dim': [69, 72, 46]}, {'w': 20, 'dim': [51, 37, 48]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 0, 'dim': [23, 40, 23]}, {'w': 0, 'dim': [32, 36, 25]}]",[],"[{'w': 0, 'dim': [52, 30, 46]}, {'w': 0, 'dim': [51, 37, 49]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 0, 'dim': [46, 39, 29]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 4, 'dim': [22, 36, 28]}, {'w': 1, 'dim': [47, 27, 19]}]","[{'w': 0, 'dim': [51, 49, 41]}, {'w': 23, 'dim': [79, 52, 31]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 1, 'dim': [44, 30, 22]}, {'w': 3, 'dim': [36, 31, 11]}]","[{'w': 26, 'dim': [76, 53, 22]}]",[],infant,False,Exceeded carry-on weight limit.,0
First,[],[],[],infant,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [50, 30, 11]}, {'w': 5, 'dim': [21, 32, 10]}]","[{'w': 6, 'dim': [78, 35, 38]}, {'w': 0, 'dim': [68, 61, 35]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 7, 'dim': [40, 27, 29]}, {'w': 12, 'dim': [41, 36, 21]}]","[{'w': 62, 'dim': [56, 33, 50]}, {'w': 0, 'dim': [54, 52, 27]}]","[{'w': 18, 'dim': [71, 71, 44]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 9, 'dim': [48, 35, 28]}, {'w': 6, 'dim': [34, 27, 10]}]",[],[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 6, 'dim': [21, 21, 17]}, {'w': 0, 'dim': [34, 40, 27]}]",[],"[{'w': 0, 'dim': [53, 38, 34]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 0, 'dim': [56, 48, 34]}, {'w': 0, 'dim': [57, 62, 34]}]",[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 3, 'dim': [36, 36, 23]}, {'w': 0, 'dim': [44, 21, 22]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [42, 37, 10]}]",[],"[{'w': 40, 'dim': [57, 74, 29]}]",infant,False,Item with weight 40kg or size 160cm must be shipped as cargo.,175
Business,"[{'w': 0, 'dim': [47, 20, 10]}, {'w': 0, 'dim': [21, 33, 29]}]",[],"[{'w': 22, 'dim': [59, 69, 24]}, {'w': 13, 'dim': [87, 31, 40]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 14, 'dim': [33, 27, 25]}, {'w': 0, 'dim': [40, 37, 26]}]","[{'w': 4, 'dim': [85, 50, 24]}]","[{'w': 6, 'dim': [66, 54, 28]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 3, 'dim': [22, 33, 25]}]","[{'w': 0, 'dim': [68, 69, 21]}]","[{'w': 27, 'dim': [62, 53, 29]}, {'w': 0, 'dim': [59, 68, 29]}, {'w': 10, 'dim': [52, 53, 27]}]",child,False,Carry-on bag exceeds size limits.,0
Economy,[],"[{'w': 60, 'dim': [56, 58, 43]}, {'w': 26, 'dim': [75, 42, 20]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 17, 'dim': [32, 36, 15]}]",[],"[{'w': 0, 'dim': [91, 30, 25]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [40, 32, 13]}, {'w': 8, 'dim': [50, 27, 23]}]","[{'w': 13, 'dim': [80, 62, 42]}, {'w': 0, 'dim': [54, 49, 31]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],"[{'w': 29, 'dim': [59, 49, 42]}]","[{'w': 0, 'dim': [63, 35, 40]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 5, 'dim': [37, 39, 11]}, {'w': 26, 'dim': [25, 28, 26]}]",[],"[{'w': 5, 'dim': [70, 54, 37]}]",child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 9, 'dim': [43, 36, 14]}]","[{'w': 22, 'dim': [84, 31, 33]}]","[{'w': 15, 'dim': [83, 39, 37]}, {'w': 13, 'dim': [71, 30, 48]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 16, 'dim': [48, 37, 16]}, {'w': 0, 'dim': [31, 37, 23]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 15, 'dim': [49, 25, 24]}, {'w': 8, 'dim': [21, 38, 26]}]","[{'w': 70, 'dim': [69, 43, 33]}]","[{'w': 9, 'dim': [71, 41, 48]}, {'w': 30, 'dim': [54, 75, 34]}, {'w': 18, 'dim': [75, 47, 38]}]",child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 2, 'dim': [44, 21, 28]}, {'w': 0, 'dim': [23, 30, 21]}]",[],"[{'w': 27, 'dim': [50, 75, 40]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 3, 'dim': [32, 21, 15]}, {'w': 8, 'dim': [24, 38, 29]}]","[{'w': 15, 'dim': [72, 51, 37]}]",[],child,False,Exceeded carry-on weight limit.,0
Economy,[],[],"[{'w': 3, 'dim': [70, 33, 29]}, {'w': 5, 'dim': [78, 56, 31]}, {'w': 15, 'dim': [85, 72, 25]}]",adult,True,Checked luggage complies with the policy.,500
Business,[],"[{'w': 50, 'dim': [50, 59, 31]}]","[{'w': 0, 'dim': [75, 40, 37]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 10, 'dim': [49, 32, 29]}, {'w': 12, 'dim': [47, 39, 24]}]",[],[],child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 7, 'dim': [43, 33, 17]}, {'w': 7, 'dim': [24, 27, 13]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [26, 22, 15]}]","[{'w': 34, 'dim': [73, 41, 50]}, {'w': 35, 'dim': [82, 64, 27]}]","[{'w': 21, 'dim': [93, 51, 41]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 8, 'dim': [21, 37, 21]}]","[{'w': 0, 'dim': [78, 31, 29]}]",[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 9, 'dim': [79, 65, 43]}]","[{'w': 17, 'dim': [97, 53, 35]}, {'w': 48, 'dim': [67, 35, 49]}, {'w': 40, 'dim': [97, 31, 37]}]",adult,False,Item with weight 48kg or size 151cm must be shipped as cargo.,175
Economy,"[{'w': 0, 'dim': [45, 40, 30]}]","[{'w': 0, 'dim': [54, 51, 50]}, {'w': 11, 'dim': [63, 65, 20]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [47, 20, 23]}]","[{'w': 9, 'dim': [69, 59, 36]}, {'w': 25, 'dim': [62, 59, 27]}]","[{'w': 1, 'dim': [62, 41, 46]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 11, 'dim': [29, 40, 25]}]","[{'w': 0, 'dim': [66, 30, 40]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 3, 'dim': [25, 30, 27]}, {'w': 0, 'dim': [42, 36, 12]}]","[{'w': 0, 'dim': [83, 62, 38]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 3, 'dim': [40, 22, 21]}]",[],"[{'w': 47, 'dim': [100, 53, 24]}, {'w': 48, 'dim': [63, 34, 44]}]",child,False,Item with weight 47kg or size 177cm must be shipped as cargo.,325
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 0, 'dim': [63, 60, 50]}, {'w': 0, 'dim': [89, 67, 45]}]","[{'w': 6, 'dim': [91, 32, 49]}]",infant,True,Checked luggage complies with the policy.,100
Economy,[],"[{'w': 9, 'dim': [61, 32, 30]}, {'w': 0, 'dim': [62, 53, 43]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 4, 'dim': [44, 21, 26]}, {'w': 3, 'dim': [42, 40, 27]}]","[{'w': 0, 'dim': [72, 49, 50]}, {'w': 17, 'dim': [86, 43, 38]}]","[{'w': 37, 'dim': [67, 58, 40]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [31, 40, 16]}]","[{'w': 0, 'dim': [76, 52, 21]}, {'w': 11, 'dim': [74, 51, 26]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 54, 'dim': [73, 60, 47]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 5, 'dim': [44, 21, 16]}]","[{'w': 21, 'dim': [84, 54, 43]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [44, 24, 28]}, {'w': 0, 'dim': [33, 37, 27]}]","[{'w': 16, 'dim': [60, 52, 42]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 16, 'dim': [33, 28, 12]}, {'w': 10, 'dim': [40, 36, 26]}]",[],"[{'w': 6, 'dim': [81, 78, 36]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],infant,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 11, 'dim': [50, 27, 29]}, {'w': 1, 'dim': [28, 26, 19]}]","[{'w': 41, 'dim': [75, 32, 44]}, {'w': 9, 'dim': [68, 37, 38]}]","[{'w': 0, 'dim': [81, 66, 23]}, {'w': 0, 'dim': [88, 50, 40]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],[],[],child,True,Checked luggage complies with the policy.,0
Business,"[{'w': 12, 'dim': [27, 20, 19]}]",[],[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 6, 'dim': [27, 22, 25]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 8, 'dim': [43, 34, 21]}]",[],[],child,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 0, 'dim': [77, 53, 25]}, {'w': 21, 'dim': [64, 67, 27]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 0, 'dim': [51, 50, 33]}, {'w': 0, 'dim': [81, 48, 26]}]","[{'w': 0, 'dim': [91, 33, 24]}, {'w': 32, 'dim': [63, 75, 49]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 0, 'dim': [29, 40, 21]}, {'w': 5, 'dim': [40, 37, 22]}]","[{'w': 36, 'dim': [57, 49, 36]}]","[{'w': 22, 'dim': [72, 78, 47]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 0, 'dim': [56, 32, 49]}]",[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 0, 'dim': [50, 68, 31]}]","[{'w': 37, 'dim': [54, 33, 29]}]",adult,False,Item with weight 37kg or size 116cm must be shipped as cargo.,75
Economy,"[{'w': 0, 'dim': [47, 30, 11]}, {'w': 12, 'dim': [32, 37, 13]}]","[{'w': 0, 'dim': [62, 66, 36]}, {'w': 0, 'dim': [83, 34, 25]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
